Workshop,Experience ID,Participant ID,Created,Categories,Sources,Description,Tag,,,,,,,,,,,,,,,,,,
007,293,123,6/10/2020 14:52,other,"manager,leadership,peers","I have struggled with how to ""bring my whole self to work,"" specifically as it relates to my mental health disorders",,,,,,,,,,,,,,,,,,,
007,490,141,6/10/2020 15:45,"skills,career",leadership,"Hiring is a complex and competitive. However, working hard and checking all of the boxes on education, experience, knowledge, skill, ability is never enough.

I have witness new hires that have no industry experience or less knowledge, but they seem to continue to get hired and promoted. I have trained individuals that are currently promoted to higher levels than me. Happy to see them succeed, but sometimes I feel I am an underutilized talent, which makes *company* less than it can be.

Ready and qualified.",,,,,,,,,,,,,,,,,,,
007,296,116,6/10/2020 14:53,career,manager,"Although consistently reviewed as ""distinguished"", i am not given opportunities to take on career opportunities beyond those I have had for a number of years, even though i have asked for them.",,,,,,,,,,,,,,,,,,,
007,297,68,6/10/2020 14:53,life,leadership,"People are encouraged to take time off during this time. However, taking a day off means using the time to take care of kids, not for myself.",,,,,,,,,,,,,,,,,,,
007,299,182,6/10/2020 14:53,compensation,"manager,leadership,policy,hr",I don't think I am compensated equally to my male peers.,,,,,,,,,,,,,,,,,,,
007,300,155,6/10/2020 14:53,compensation,"manager,leadership",My compensation has been negatively affected due to the long tenure that I have been here,,,,,,,,,,,,,,,,,,,
007,301,97,6/10/2020 14:53,recognition,manager,recognition not given equally to all for successful completion of assignments,,,,,,,,,,,,,,,,,,,
007,302,89,6/10/2020 14:53,compensation,peers,I once realized a male colleague doing the exact same job with similar experience earned more.,,,,,,,,,,,,,,,,,,,
007,303,59,6/10/2020 14:53,"access,respect,interactions","leadership,policy,hr","In the last 10 years my group has only hired internal candidates. There is a hive-mind effect because of that. Everyone thinks the same. Women and minorities and minority women are excluded, largely. The leadership cannot relate to feeling excluded or silenced.",,,,,,,,,,,,,,,,,,,
007,304,79,6/10/2020 14:53,"compensation,recognition,respect","manager,leadership,policy,hr","Employees who have substantial time in grade (older workers) are seeing benefits cut. Examples: pension, service anniversary awards, IC/merit opportunity.",,,,,,,,,,,,,,,,,,,
007,305,78,6/10/2020 14:53,"compensation,career,recognition",peers,"It feels as though I have to work much harder than my counterparts to be viewed in the same way related to contributions. When I came into *company* I had over seven years of experience and various securities licenses (e.g., 7,24,65,66), but I was brought in at the same level as someone with little to no years of experience.

Even advancement and salary appears to be weighted not by contribution but by a skewed expectation. If feels as though I have to work 10 times harder just to advance at the same pace of my peers.",,,,,,,,,,,,,,,,,,,
007,306,90,6/10/2020 14:53,compensation,"leadership,hr",I am a lower grade than every other person in my group performing the same job.,,,,,,,,,,,,,,,,,,,
007,307,130,6/10/2020 14:53,"access,skills,career",leadership,"In the past, I feel that I have been passed over for a promotion for which I was qualified for reasons outside of my control.",,,,,,,,,,,,,,,,,,,
007,309,95,6/10/2020 14:54,career,leadership,"Some members of management, seem to favor people to who conform to the traditional  professional look that includes traditional gender expression and clothing, ideal body weight, makeup for women, etc.",,,,,,,,,,,,,,,,,,,
007,310,54,6/10/2020 14:54,"respect,interactions",leadership,"This may not be exclusion, but I feel it's inconsiderate to mandate that all workers have their cameras on during weekly meetings. The world has been shutdown for a little while and not everyone can throw their hair into a ponytail and look presentable.",,,,,,,,,,,,,,,,,,,
007,311,103,6/10/2020 14:54,"skills,learning","manager,leadership",Programs are software are not made available to everyone to encourage growth and new skills.,,,,,,,,,,,,,,,,,,,
007,312,176,6/10/2020 14:54,compensation,hr,I do not feel HR is as transparent as they can could be regarding compensation. Therefore I feel more vulnerable to nor fair pay.,,,,,,,,,,,,,,,,,,,
007,313,131,6/10/2020 14:54,"access,learning,career","leadership,policy,hr",Siloed structure disallows movement between departments without having to take several steps back in career progression.,,,,,,,,,,,,,,,,,,,
007,314,167,6/10/2020 14:54,respect,"manager,leadership","Although I feel that my current supervisor respects me, I have worked under other supervisors who often showed a lack of respect for me and others similarly situated.",,,,,,,,,,,,,,,,,,,
007,255,53,6/10/2020 14:51,"respect,interactions","manager,customers","In general, I feel that sometimes I am not taken seriously from firms we regulate, I had a really bad experience while on site at a firm, the CCO was very disrespectful the entire time I was there, he wouldn't answer my questions, argued with my guidance, even called me stupid, etc... I later found that the men who worked with this individual did not have this experience. I escalated this to my manager he told me to just keep on being nice. My manager did not intervene.",,,,,,,,,,,,,,,,,,,
007,317,138,6/10/2020 14:54,"access,respect,interactions",leadership,"Our VP and his deputy craft a statement from the CEO about the recent spate of racial violence. The other black person on the call was afraid to share her real concerns about the draft. I did. No one listened to me. They released the statement. While some white folks responded positively, a lot of people did not, including another black member of our team. While they later acknowledged the courage it took to speak up, the VP later said he was proud of the statement and accompanying video. He was dismissive of our feelings and thoughts.",,,,,,,,,,,,,,,,,,,
007,318,145,6/10/2020 14:54,"compensation,career,respect,interactions",manager,"My previous manager gave me a good mid-year evaluation, but made a negative comment on my annual evaluation, which stopped me from going for a promotion to a position that he knew was coming and one that I was well-qualified for. Instead, the management position went to a peer, which I trained.

My manager was not honest in giving me feedback in my mid-year evaluation so I was set up for a fail.",,,,,,,,,,,,,,,,,,,
007,319,73,6/10/2020 14:55,"compensation,career","leadership,peers",Women are hired and promoted on their proven work experience. Men are promoted on their potential. Men are hired with less experience and paid more at the outset. As a result my loyalty to the company is not rewarded as I continue to prove myself. The men around me continue to get better pay and more respect.,,,,,,,,,,,,,,,,,,,
007,320,78,6/10/2020 14:55,interactions,leadership,"Although I've always been kind and professional, disagreement has been viewed as ""threatening"".",,,,,,,,,,,,,,,,,,,
007,321,175,6/10/2020 14:56,"compensation,respect,interactions",leadership,"Provided extensive rationale for a member of my group to be awarded the highest possible evaluation at the year-end review. Despite my continued exhortations and multiple examples, they concluded that she was ""just doing her job"" and gave her a 4 instead of a 5.",,,,,,,,,,,,,,,,,,,
007,322,113,6/10/2020 14:56,interactions,peers,"Approaching 1 yr with *company*, and it has been challenging to build relationships beyond professional conversations with team. Doesn't seem to be an interest/effort to get to know newcomers.",,,,,,,,,,,,,,,,,,,
007,323,78,6/10/2020 14:56,"compensation,career,recognition","leadership,peers","It feels as though I have to work much harder than my counterparts to be viewed in the same way related to contributions. When I came into *company* I had over seven years of experience and various securities licenses (e.g., 7,24,65,66), but I was brought in at the same level as someone with little to no years of experience. Even advancement and salary appears to be weighted not by contribution but by a skewed expectation. If feels as though I have to work 10 times harder just to advance at the same pace of my peers.",,,,,,,,,,,,,,,,,,,
007,324,89,6/10/2020 14:56,"access,compensation","manager,leadership",I was once demoted from leading a team because I am a mom.  I was told leading the team was too stressful for me as a new mother.,,,,,,,,,,,,,,,,,,,
007,325,59,6/10/2020 14:56,"access,skills,learning,compensation,career,recognition,respect,interactions","leadership,policy,hr","*company* prevents growth in its career opportunities by creating a path where after reaching level 47, the only option to advance is to become a manager. If there are no manager openings and/or if one does not want to become a manager, there is no option to advance.",,,,,,,,,,,,,,,,,,,
007,326,128,6/10/2020 14:57,"compensation,recognition","manager,leadership,policy","The recognition program used, BOND, is not used uniformly. Some managers/directors use it very freely, while others use it selectively. I work hard and go beyond expectations. It is noticed because leadership, such as managers and directors, communicate verbally to me. However, it is not frequently captured in BOND. Some of my peers receive recognition for things that are way less than some of the stuff I do.",,,,,,,,,,,,,,,,,,,
007,327,103,6/10/2020 14:57,"access,skills,learning,respect","manager,peers",My male counterparts are given additional learning opportunities that I've never been given.,,,,,,,,,,,,,,,,,,,
007,328,131,6/10/2020 14:57,"compensation,respect","policy,hr",Nontransparent salary structure for job/level/years in service.,,,,,,,,,,,,,,,,,,,
007,329,46,6/10/2020 14:58,"access,respect,interactions",manager,My manager acts like she knows everything even when it is not the case. The person will feel defensive when someone else knows more about the subject they are working on.,,,,,,,,,,,,,,,,,,,
007,283,167,6/10/2020 14:52,career,"leadership,policy,hr",Certain departments appear to provide more significant opportunity for advancement than other departments.,,,,,,,,,,,,,,,,,,,
007,331,75,6/10/2020 14:59,"skills,learning","leadership,peers",There are multiple departments or groups within the Executive Officer's reporting chain. Many opportunities go to people within just one department.,,,,,,,,,,,,,,,,,,,
007,333,167,6/10/2020 14:59,respect,"leadership,policy,hr","Although many people in *company* show respect for co-workers, some do not. In my view, *company* does not place enough emphasis on showing respect for one another.",,,,,,,,,,,,,,,,,,,
007,334,110,6/10/2020 14:59,"career,respect","leadership,peers","after my ideas are presented they are disregarded, then repeated by a counterpart of another gender and accepted",,,,,,,,,,,,,,,,,,,
007,335,123,6/10/2020 14:59,access,peers,Older male colleague going around me to collect information for projects we are working on and then not sharing that information with me,,,,,,,,,,,,,,,,,,,
007,284,141,6/10/2020 14:52,"skills,career,respect,interactions","leadership,peers","I have not always been included in conversations or meetings and at times have been ignored despite my knowledge, experiences, and expertise.  I have witness new hires that have less or no industry experience and knowledge, but they seem to continue to get promoted and hired.

I have trained individuals that are currently promoted to higher levels than me.  Sometimes I feel I am an underutilized talent.",,,,,,,,,,,,,,,,,,,
007,337,149,6/10/2020 15:00,"access,career,respect","leadership,hr,peers",I feel that promotional opportunities are not well publicized to employees and some job opportunities are only disclosed to male colleagues.,,,,,,,,,,,,,,,,,,,
007,454,51,6/10/2020 15:18,"skills,career,recognition,respect",leadership,Male manager recommendations are taken a lot more seriously and implemented that female recommendations.,,,,,,,,,,,,,,,,,,,
007,339,151,6/10/2020 15:00,career,"manager,leadership",Have seen more male colleagues get opportunities earlier for high level significant development opportunities (eg Wharton Leadership Program),,,,,,,,,,,,,,,,,,,
007,340,154,6/10/2020 15:00,compensation,"manager,hr",I'm not paid fairly as my male peers or white female peers or at same grade level.,,,,,,,,,,,,,,,,,,,
007,341,168,6/10/2020 15:00,"access,skills,learning,compensation,career,life,recognition,respect,interactions","manager,leadership",Lack of career growth and promotion.,,,,,,,,,,,,,,,,,,,
007,342,69,6/10/2020 15:00,"respect,interactions","manager,leadership","In the past, a settlement that I recommended would not be approved by management unless I had a male peer weigh-in with his approval.  My take away was that management found my male colleagues more credible.",,,,,,,,,,,,,,,,,,,
007,343,99,6/10/2020 15:00,"access,career","manager,leadership",When I was in a previous role there was a tendency to exclude employees in that role from organizational design conversations that impacted them.,,,,,,,,,,,,,,,,,,,
007,344,146,6/10/2020 15:00,compensation,leadership,My pay was adversely affected when I took an extended maternity leave.,,,,,,,,,,,,,,,,,,,
007,345,100,6/10/2020 15:00,"access,skills,recognition,respect,interactions","manager,leadership,peers",I have been excluded from meetings even though I may be the subject matter expert on the topic.,,,,,,,,,,,,,,,,,,,
007,346,51,6/10/2020 15:00,"career,respect",manager,Male managers are able to push through promotions a lot easier than female managers.,,,,,,,,,,,,,,,,,,,
007,347,136,6/10/2020 15:00,recognition,"manager,leadership,peers","Inconsistency in when, how and the award level in which team members are recognized. Particularly in a big project, often a select few are recognized.",,,,,,,,,,,,,,,,,,,
007,348,53,6/10/2020 15:00,"compensation,recognition,respect",manager,my manager has given awards and team shout outs to a male colleague for the exact same work that every one else on the team does. I feel that there is a lack of recognition for the work we do when only one person on the team is being recognized.,,,,,,,,,,,,,,,,,,,
007,349,123,6/10/2020 15:00,learning,"manager,leadership",Managers and Leadership not doing enough to onboard new hires like myself and make sure that I feel integrated into the company and understand my role and responsibilities so that I can do my job well,,,,,,,,,,,,,,,,,,,
007,350,109,6/10/2020 15:00,"respect,interactions","manager,leadership",I do not feel my point of view is valued.,,,,,,,,,,,,,,,,,,,
007,351,149,6/10/2020 15:01,"career,recognition","manager,leadership","Many times it seems that it is not what you know, but who you know in order to be promoted.",,,,,,,,,,,,,,,,,,,
007,352,89,6/10/2020 15:01,"recognition,respect,interactions",manager,I once had to share my ideas with a peer and have my peer present them in order for them to be considered.,,,,,,,,,,,,,,,,,,,
007,353,78,6/10/2020 15:01,learning,"manager,leadership,peers",There has been little effort to ensure that training and retention is adequately administered for groups that are under represented within the organization.,,,,,,,,,,,,,,,,,,,
007,188,100,6/10/2020 14:49,"access,respect,interactions",peers,"I have a son with autism and other mental health issues.  I don't think anyone has purposely excluded me because of this fact, but I often feel the experiences I have with my child are quite different and less positive than the experiences of others who have more mainstream children, and leave me out of interactions regarding our kids.",,,,,,,,,,,,,,,,,,,
007,91,88,6/10/2020 14:46,"access,career,respect,interactions","policy,peers,customers",I'm often overlooked in meetings to talk to my male colleagues,,,,,,,,,,,,,,,,,,,
007,356,181,6/10/2020 15:01,"career,life","leadership,peers","I am expected to routinely work outside of office hours to complete the extra projects that I am asked to complete on top of my regular workload. I have found that without the extra projects, I am routinely passed over for recognition and promotions.",,,,,,,,,,,,,,,,,,,
007,357,152,6/10/2020 15:01,"access,interactions",leadership,"I believe this is changing, but historically, there have been too many decisions that are made at higher levels with insufficient input from staff and little explanation offered by management.",,,,,,,,,,,,,,,,,,,
007,358,154,6/10/2020 15:01,"recognition,respect,interactions","manager,peers",Interrupted during meetings ideas and comments are ignored or validation is needed from a white peer before acknowledgment of idea.,,,,,,,,,,,,,,,,,,,
007,359,110,6/10/2020 15:01,career,leadership,no representation of my role in discussions for bonus while individuals who have reps getting promotions/more compensation than those with no reps,,,,,,,,,,,,,,,,,,,
007,361,131,6/10/2020 15:01,"access,life,respect","leadership,policy","One of the last Departments to permit working from home, 1/2 of the department is permitted one day a week, while the other half is permitted two days a week and has been for years.",,,,,,,,,,,,,,,,,,,
007,362,122,6/10/2020 15:01,"access,interactions",hr,I requested a reasonable accommodation per ADA guidelines. My EXTREMELY reasonable accommodation was not approved citing my doctor was required to specify the accommodation. It was not an interactive process. The Dr.'s office charges for disability related paperwork. I ultimately had to relinquish my request due to the financial burden and the retaliation I was experiencing.,,,,,,,,,,,,,,,,,,,
007,363,187,6/10/2020 15:01,skills,peers,I went to school with pens and paper not a computer ...no patience for skill learning,,,,,,,,,,,,,,,,,,,
007,364,69,6/10/2020 15:01,"respect,interactions",manager,My male manager frequently hijacks meetings that I have convened.,,,,,,,,,,,,,,,,,,,
007,365,160,6/10/2020 15:01,"compensation,career,life,respect","manager,leadership,policy,hr,peers",Lower level staff do not get the same work life balance as everyone in the company.,,,,,,,,,,,,,,,,,,,
007,366,86,6/10/2020 15:01,"recognition,respect,interactions","manager,leadership",My suggestions have been dismissed or disregared.,,,,,,,,,,,,,,,,,,,
007,367,147,6/10/2020 15:01,career,"leadership,hr",I was passed over for a position that I was extremely qualified for.,,,,,,,,,,,,,,,,,,,
007,368,165,6/10/2020 15:01,"career,recognition","manager,leadership",Lack of recognition/promotion over a period of 3 or 4 years - where responsibilities were clearly above my pay grade and all tasks were performed in an exemplary manner as per my performance evaluation. Raising this issue to Direct Manager and SVP never yielded any results. Previous employee in the position was at higher level. I left this department to seek other opportunities.,,,,,,,,,,,,,,,,,,,
007,369,67,6/10/2020 15:02,compensation,manager,"My former manager used to suggest that he made less money than I do when he was my age, and seemed to think I make too much money even though my salary has always been near the bottom of my position's salary range.",,,,,,,,,,,,,,,,,,,
007,370,167,6/10/2020 15:02,respect,hr,I have had experience over my many years at *company* (sometimes under prior management teams) when Human Resources (now People Solutions) does not show respect for staff in their communications and their efforts to answer questions from employees.,,,,,,,,,,,,,,,,,,,
007,371,157,6/10/2020 15:02,"compensation,career,recognition","leadership,policy,hr","No opportunity for promotion, but others in the dept have gotten promotions",,,,,,,,,,,,,,,,,,,
007,372,71,6/10/2020 15:02,respect,peers,"There have been times when peers/direct reports have ""talked over"" me.",,,,,,,,,,,,,,,,,,,
007,374,120,6/10/2020 15:02,access,manager,"Projects and initiatives that I used to manage are now overtaken by my younger, male supervisor",,,,,,,,,,,,,,,,,,,
007,375,111,6/10/2020 15:02,"access,skills,learning,career","manager,leadership","I am working in a position that is not equal to my education, skill level, and experience. There has been little to no opportunity for growth or cross-training in other areas.",,,,,,,,,,,,,,,,,,,
007,376,79,6/10/2020 15:02,career,leadership,"There is a lack of diversity of female leads at all levels of management. If specific skills are needed to develop into these roles, we are not told what they are.",,,,,,,,,,,,,,,,,,,
007,377,89,6/10/2020 15:02,compensation,"manager,leadership",I wasn't considered for a promotion because of my obligations at home to family and childcare.,,,,,,,,,,,,,,,,,,,
007,378,47,6/10/2020 15:02,"career,recognition,respect",leadership,"I have always been proud to work for *company* and have put what I consider considerable effort to stand out, both with my responsibilities and extra curricular activities, yet I was told multiple times that I had to wait a bit longer to be promoted, yet see how others appear to get promoted within a year or two. 
I have tried to remain positive and focused, but I am starting to realize that my efforts are not noticed or are overlooked, while other do the minimum, but are great at socializing with leadership and then all of a sudden they are promoted. 
This leads me to become less enthusiastic and going forward will not be so quick to volunteer or take on other/outside responsibilities not required by my position, which is very sad.
The experience of being constantly  passed over has led me to loose the energy I use to have working at *company*. 
I feel like I will always be stuck at the same grade level, because when I tried I was not noticed...so what now when I have decided not to be as proactive.",,,,,,,,,,,,,,,,,,,
007,379,59,6/10/2020 15:02,respect,"manager,leadership",My pursuit of a reasonable work accommodation was initially mishandled by all levels of management in my current group. It has had a lasting and detrimental impact on my self-esteem and my feeling of acceptance at this organization. Issues with this same invisible disability have arose and been inappropriately handled two other times in my career at *company*. The trauma of those experiences is isolating and alienating.,,,,,,,,,,,,,,,,,,,
007,380,181,6/10/2020 15:02,"respect,interactions",peers,"I am often spoken over/shouted down during meetings by certain colleagues. However, this does not occur with my male colleagues.",,,,,,,,,,,,,,,,,,,
007,381,110,6/10/2020 15:02,"career,respect",leadership,"given the opportunity to voice my ideas/concerns, however, they are repeatedly ignored or pushed aside",,,,,,,,,,,,,,,,,,,
007,382,77,6/10/2020 15:02,interactions,"manager,leadership,peers",Workplace interactions - Feeling of exclusion among attorneys.,,,,,,,,,,,,,,,,,,,
007,383,101,6/10/2020 15:02,"career,recognition","leadership,hr",I have seen white males hired for senior positions without having an open job posting while highly talented females had to wait months to years to apply for a position that People Solutions kept insisting was not necessary or had enough responsibility to warrant the particular level.,,,,,,,,,,,,,,,,,,,
007,384,103,6/10/2020 15:02,respect,manager,My boss does not respect my opinion regarding team projects. She routinely  focuses her decisions for the entire time around the feedback of two of my colleagues.,,,,,,,,,,,,,,,,,,,
007,385,155,6/10/2020 15:02,recognition,"manager,leadership",As a long tenured employee my accomplishments and the accomplishments of my team are not being publicly recognized while similar accomplishment of other teams that are comprised of younger and much more recently hired employees are.,,,,,,,,,,,,,,,,,,,
007,386,95,6/10/2020 15:03,career,"manager,leadership","My department is one of the more racially diverse departments in the company. However, most of the diversity is at the lower pay grades. All of the executives are white males. All of the next line managers are white. While there is some racial diversity in the 48s and 49s, the majority are white.",,,,,,,,,,,,,,,,,,,
007,387,77,6/10/2020 15:03,respect,manager,Respect - I have been in meetings where my manager talks over me or re-states what I have said.,,,,,,,,,,,,,,,,,,,
007,389,187,6/10/2020 15:03,compensation,"manager,peers",Have been consistently paid less than male counterparts at the same level.,,,,,,,,,,,,,,,,,,,
007,390,167,6/10/2020 15:03,"respect,interactions","leadership,peers",I have worked with members of committees and other groups who have shown a lack of respect for *company* staff.,,,,,,,,,,,,,,,,,,,
007,391,147,6/10/2020 15:03,access,manager,Being dismissed and not heard in team meetings.,,,,,,,,,,,,,,,,,,,
007,392,75,6/10/2020 15:03,"access,respect","manager,leadership,peers","Complaints by some are taken at face-value, without consideration or exploration of the other side of the story.",,,,,,,,,,,,,,,,,,,
007,393,131,6/10/2020 15:03,"access,compensation,life","leadership,policy","One of the last Departments to permit working from home, 1/2 of the department is permitted one day a week, while the other half is permitted two days a week and has been for years. Several Departments permitted three days a week.",,,,,,,,,,,,,,,,,,,
007,394,109,6/10/2020 15:03,"access,career",leadership,"Out of 100 officers, only 4 are African American. As a person of color, I don't feel top leadership values inclusion, making it difficult for mid-level managers to potentially advance.",,,,,,,,,,,,,,,,,,,
007,395,154,6/10/2020 15:03,"respect,interactions",manager,I am not always talked to respectfully or professionally by my director.,,,,,,,,,,,,,,,,,,,
007,396,136,6/10/2020 15:03,"learning,compensation,career,recognition","manager,leadership","Leaders assigning high profile projects (to the same individuals). These projects often become future awards/recognition. In turn, these are the individuals that would be considered first when limited promotion opportunities arise.",,,,,,,,,,,,,,,,,,,
007,397,96,6/10/2020 15:03,"access,interactions",peers,"I've said a total of maybe two sentences in 8 hours of meetings with my peer group of roughly ten people, mostly women. Nobody asks, nobody cares. I don't really care, I guess - I'm a man and I generally prefer conversations with men anyways. We're all more comfortable talking with our own, broadly speaking - by sex and race and age and religion and politics, and really just about everything else. It's not a big deal - my Stoic ancestors would be ashamed I even mentioned this - but I would be remiss not to this, seeing as without this it wouldn't be regarded as existing.",,,,,,,,,,,,,,,,,,,
007,398,77,6/10/2020 15:03,"compensation,career","leadership,policy,hr",Compensation - I believe my race and gender contribute to my being underpaid. My work-life balance has suffered due to working in chronically understaffed with office with inadequate pay grades.,,,,,,,,,,,,,,,,,,,
007,399,149,6/10/2020 15:03,"career,recognition","manager,leadership",I don't feel that I am properly recognized for the achievements that I have made.,,,,,,,,,,,,,,,,,,,
007,400,120,6/10/2020 15:04,access,manager,"Projects have been reassigned to my younger, male colleagues with the explanation that ""I have so much on my plate.""",,,,,,,,,,,,,,,,,,,
007,401,93,6/10/2020 15:04,interactions,peers,I think sometimes my ideas are dismissed because I'm the youngest by almost 10 years and newest to the team.,,,,,,,,,,,,,,,,,,,
007,402,67,6/10/2020 15:04,"respect,interactions",peers,"I am often belittled for my age and receive comments asking if I know what an encyclopedia is, etc.",,,,,,,,,,,,,,,,,,,
007,403,126,6/10/2020 15:04,interactions,"manager,peers",I have noticed a lot of socializing between male managers and male staff. At times it is hard to get myself included as a woman,,,,,,,,,,,,,,,,,,,
007,405,121,6/10/2020 15:04,respect,"manager,leadership","I have had people make the same points I've made in meetings, but another person will be acknowledged for repeating what I said.",,,,,,,,,,,,,,,,,,,
007,406,69,6/10/2020 15:04,"skills,learning","manager,leadership","I have frequently given presentations at regional and national events.  My manager has conveyed to me that because I am not in management that this is no longer welcome.  I am not sure if this ""policy"" is being applied to my male colleagues.  In addition, if I had not been passed over for promotion in favor of a much less experienced male, this would not be an issue.",,,,,,,,,,,,,,,,,,,
007,409,116,6/10/2020 15:04,interactions,"manager,peers,reports","Despite training and ""everyone"" in the workplace understanding the cliches referred to when talking about women in authority, i am still referred to as ""aggressive"" rather than ""assertive"" or ""driven""as my male colleagues are referred to.  *company* is not comfortable with strong women managers is certain areas of the organization.",,,,,,,,,,,,,,,,,,,
007,410,179,6/10/2020 15:04,"skills,learning","hr,peers","I post for positions but do not receive feedback from HR. 

In the past, I have posted for positions and the position was given to person(s) that I know for a fact were not the better candidate.",,,,,,,,,,,,,,,,,,,
007,411,189,6/10/2020 15:04,respect,leadership,"There are definitive cliques within my department. They tend to consist of the VP of the department and his buddies that he helped hire. One in particular, he would go to lunch with every day. Others, we knew he would talk to about the rest of the staff not in the clique. One day, during a staff meeting, a member of his clique was making a presentation. A chat message popped up on her screen from the VP. It was talking negatively about another staffer on our team (older, white male, gay) and his work. It had a very ugly tone and clearly, he had not discussed his concerns with the staffer first before he referenced him in the chat. It was awful and embarrassing for everyone on the call to know that our VP would talk about any member of his team in such a way. I really feel like older members of the team or those who are non-white are definitely not seen as valued and important assets.",,,,,,,,,,,,,,,,,,,
007,412,145,6/10/2020 15:04,"recognition,respect","manager,leadership",I feel that I am treated unfairly by management because I am an educated black woman who mostly speaks up when it is necessary. Most of my colored colleagues look towards me to speak up when we disagree or want to express something with management.,,,,,,,,,,,,,,,,,,,
007,413,77,6/10/2020 15:04,access,"leadership,peers",Access and Participation - Feeling of exclusion from conversations by senior colleagues who are attorneys related to shared experience as attorneys.,,,,,,,,,,,,,,,,,,,
007,414,165,6/10/2020 15:04,compensation,leadership,Lack of equitable pay in comparison with other colleagues doing the same work on the same team. My salary was changed within a few days after I asked if I was being equitably paid but follow on discussions indicated that I still wasn't equitably paid but bonus would make up for the difference.,,,,,,,,,,,,,,,,,,,
007,415,59,6/10/2020 15:04,"access,career","leadership,policy,hr",*company* does not hire enough Black women and Black men.,,,,,,,,,,,,,,,,,,,
007,417,73,6/10/2020 15:04,life,"manager,peers","It is much better now with COVID, but I have always felt like I had to make excuses for being a parent and needing a more flexible schedule. They say you get more out of people when you are flexible as a manager and I live that as a manager, but have had peers and my own managers make me feel bad about taking off for my kids.  As a result I have neglected my children many times over the years because of a demanding job and it is a regret. I wish companies would practice what they preach. Don't just say you are flexible, actually promote things that allow staff to balance. 

I went to a diversity workshop very early in my career and non-parents were very angry that parents get all kinds of ""excuses"" to miss work.  I never forgot that message.  It has been difficult to move past that ever since I heard it loud and clear.",,,,,,,,,,,,,,,,,,,
007,418,104,6/10/2020 15:05,"life,respect","manager,leadership","One of the managers in my group consistently complains about Millennials and all the associated stereotypes.  I frequently feel like upper management refuses to consider work-life policy changes (ex.: WFH pre-COVID) because of the assumption that out all-millenial team will try to ""cheat the system"" by lying about hours and failing to complete work.  This is despite no evidence of this being an issue during department wide WFH testing periods.",,,,,,,,,,,,,,,,,,,
007,419,122,6/10/2020 15:05,"learning,respect",manager,"I volunteer for projects and attempt to take on additional responsibilities/ gain additional certifications but am denied this opportunity based on managements belief that it would be ""too"" much for me based on the fact I am a single mother.",,,,,,,,,,,,,,,,,,,
007,420,126,6/10/2020 15:05,career,"manager,leadership",Males have seemed to advance and be recognized for their work more than myself.,,,,,,,,,,,,,,,,,,,
007,421,103,6/10/2020 15:05,respect,manager,"My boss did not have a one on one meeting with me for one year. However, she did continue to have biweekly meetings with all of my colleagues.",,,,,,,,,,,,,,,,,,,
007,422,155,6/10/2020 15:05,career,"manager,leadership",*company* often hires new managers with no *company* experience instead of promoting existing employees with extensive experience including myself.,,,,,,,,,,,,,,,,,,,
007,423,154,6/10/2020 15:05,"learning,career",hr,I have applied for many internal positions for which I am qualified but did not even get an interview. I was told that I did not have robust experience yet the individual hired did not have experience either.,,,,,,,,,,,,,,,,,,,
007,424,181,6/10/2020 15:06,"respect,interactions","leadership,peers","During Interactions with certain male Enforcement colleagues are demeaning in that they outright ignore the discussion if the presenter is a woman (i.e., shopping on Amazon instead of participating).",,,,,,,,,,,,,,,,,,,
007,425,67,6/10/2020 15:06,"respect,interactions",leadership,"A former manager would reduce me to being emotional and say I was ""mad at him"" if ever I did not agree with him on a work-related topic.",,,,,,,,,,,,,,,,,,,
007,426,46,6/10/2020 15:06,"respect,interactions",manager,My manager often times acts like they know better than anyone even when it is not the case and will feel defensive when I try to help.,,,,,,,,,,,,,,,,,,,
007,427,121,6/10/2020 15:06,"access,skills,learning","manager,leadership",It has been difficult to get more involved in certain projects because the same people are selected or considered the SMEs on a topic.,,,,,,,,,,,,,,,,,,,
007,429,126,6/10/2020 15:06,"compensation,career","manager,leadership",i've noticed other females who went to pregnancy leave were treated a lot more cautiously to prevent any potential discrimination. They benefited more than a single female,,,,,,,,,,,,,,,,,,,
007,430,73,6/10/2020 15:07,recognition,"manager,leadership,peers","Even when I have delivered total successes to the company, I have received negative performance reviews. They always center around me needing to be a better listener.  I cannot help but think this is a result of being a woman who is outspoken and confident. Women who are direct are seen as  bad listeners and ""talk too much.""  Men who are direct and outspoken are seen as leaders.",,,,,,,,,,,,,,,,,,,
007,431,111,6/10/2020 15:07,"skills,compensation,career,recognition,respect","leadership,policy,hr","There is no opportunity for promotion in my current role. Even though my performance has been rated as distinguished, there is no opportunity for promotion. On a regular basis I perform work that is beyond the scope of my position, but not recognized or compensated for it.",,,,,,,,,,,,,,,,,,,
007,432,149,6/10/2020 15:07,career,leadership,There are times when more qualified candidates are overlooked for a position to promote someone else.,,,,,,,,,,,,,,,,,,,
007,433,73,6/10/2020 15:07,"recognition,respect,interactions","manager,peers","Even when I have delivered total successes to the company, I have received negative performance reviews. They always center around me needing to be a better listener. I cannot help but think this is a result of being a woman who is outspoken and confident. Women who are direct are seen as bad listeners and ""talk too much."" Men who are direct and outspoken are seen as leaders.",,,,,,,,,,,,,,,,,,,
